Temperature,Pressure,Gas,Vibration,Label
26.837093053940954,1004.4456106992094,1892,1,1
44.119130760189584,1011.7113844042282,224,0,1
33.90247099589079,1011.4888040064166,495,1,1
28.758647794744267,1001.4408086964269,2466,0,1
31.280968087000243,993.3051736917685,520,1,1
31.071490686503147,1002.593488924187,360,1,1
42.58336948066024,994.0043235726579,1471,1,1
43.952054001423534,995.3030444194897,1351,0,1
25.001899066234525,991.1556101618228,2239,1,1
44.189101134074185,1009.6483749839858,1589,0,1
38.879028062037335,995.5059209705561,1864,1,1
43.18483375826231,1007.236685552265,1835,1,1
41.26728719156119,1003.5068316539939,1610,0,1
39.014815037802734,1012.9086341233623,2329,1,1
33.55772060505619,993.1637058549359,309,0,0
42.94560585475982,1005.4105530385574,1158,1,1
35.58343436681079,1005.1851744278687,2366,1,1
30.57715948543206,1002.963149761711,1164,1,1
33.97261971399695,994.0081743500975,465,0,0
24.428593131941653,991.1849568021886,233,1,1
36.2030241300219,996.4079631513565,1497,0,1
29.482508517478806,1005.3816779587478,2362,1,1
27.020588782380663,1002.9866139432551,2477,1,1
31.11896687484014,995.1389288363663,1738,1,1
37.58133296261089,991.818033935487,747,1,1
26.088303638479147,1003.8011675245107,1073,1,1
38.367986867224616,1010.4934094333055,316,0,1
37.01502451856966,994.3633684487679,369,1,1
38.18522587908764,997.8205607980368,1202,1,1
22.50714222093058,994.6197374466076,981,1,1
23.87003873694873,1007.9343855437875,933,1,1
32.6706143395868,1012.9085076826964,229,1,1
41.26217617348993,1011.2676567472378,2048,0,1
43.053718209938005,1000.27312955959,502,0,1
35.68031876175122,1004.595734958416,2232,0,1
42.55899174761858,994.551587654116,2138,1,1
27.58505180527671,998.4412314682746,2416,1,1
28.278550272325827,994.4440225759294,2257,0,1
30.066509933877636,995.6639481328706,1764,0,1
28.486628616501804,993.8407879784949,928,1,1
41.47998323672513,1000.1379168404867,706,1,1
44.91370947251215,1001.4816163558213,2178,1,1
31.320250200028575,1004.2968132563183,971,1,1
44.651407480686686,992.4557344477232,2358,0,1
36.01970558182836,999.3212454858005,2403,0,1
42.70224954602669,1000.7614182514077,1409,0,1
30.100846890874823,1004.376970912861,506,1,1
24.48279674218403,999.6151639450859,1760,1,1
43.48751449053505,996.8251951601575,1510,0,1
28.73437796869904,1009.2660901358712,773,1,1
33.8738965057736,999.2308850466119,751,0,0
30.25336916385301,1005.243389640675,621,1,1
25.671829080367516,999.2020454986601,2170,0,1
32.82871398554527,1002.7859336623188,2263,0,1
23.29483345575041,990.6910036382434,1539,1,1
40.99181744431969,1009.2653672224296,2002,0,1
38.80065111057874,999.0870121956867,1446,0,1
22.419366792294188,996.9909320608384,2380,1,1
34.01009541507801,998.3246119804631,1298,0,1
25.868251747896963,998.514167216615,862,1,1
32.90829169982903,1009.5476358425644,928,1,1
27.41938497068893,998.2838374976462,1941,1,1
31.923088828174112,1014.9923315285826,1800,0,1
40.52047983303131,991.8070457298433,583,0,1
31.836244260511684,995.7427611393887,344,1,1
31.426279424483532,996.4362252203705,1481,1,1
24.770710315970867,1007.4188796087373,1409,0,1
29.175781979273808,990.5989439854956,1141,0,0
25.442373062635387,1014.7584199302191,2364,0,1
36.59537384491875,991.93011506011,503,0,0
26.842261338710713,1009.3087123794395,302,0,0
41.94505536164246,993.6999501189684,829,1,1
23.84405300342808,1014.5992938763902,845,1,1
38.663981325353575,990.0962152867373,869,1,1
30.679632623687805,996.8579305119661,279,1,1
22.102701494121003,1004.1169933902823,2214,0,1
27.846079104604165,996.1315036902757,1336,1,1
32.886443883060174,997.220680507982,749,0,0
36.91716918846505,998.2974216414702,1605,1,1
42.64946100906991,990.5045236994795,924,0,1
31.420899579202743,997.1108606202604,1720,0,1
42.63583037235721,1007.0084133920494,134,0,1
29.117535028441882,992.0626374280748,1373,0,1
30.378462694282824,1005.9795066672389,547,1,1
44.09284946041672,991.3863004094675,1498,0,1
30.716208568217578,992.4674356679388,1073,0,0
32.54021670851365,1013.2000345106109,1921,0,1
23.779279250533666,1001.521240952533,1237,1,1
44.25393140424426,991.096887565441,2184,1,1
35.22013615584114,1005.9393955893398,1712,0,1
28.946914832491,997.691240591098,1014,1,1
43.56319814576116,1008.6464497340268,627,0,1
37.89633481548502,999.2975121893076,487,1,1
28.22127610584463,1007.4925414157616,578,0,0
40.713423922592,997.8518078179487,2340,0,1
32.31401899387522,1005.3361092133696,1430,0,1
33.557903731261234,991.4186469685136,1811,0,1
42.46947084586702,991.4332613231844,1899,1,1
29.280370358422807,1009.8513397505085,2296,1,1
24.250161174221763,994.2510837497202,1231,0,1
43.62534400647969,991.2349034531876,1745,1,1
35.56162946056497,1002.1461252240158,911,0,0
32.45826172294583,995.6381530226149,1816,1,1
23.21481287008103,998.6030179007073,2425,1,1
36.02685001822289,1001.048677006925,1923,0,1
43.079018923944595,991.2282355016445,562,1,1
30.675786426272836,1004.7234529428933,2189,1,1
30.961740712188345,1006.7219495022678,1299,1,1
36.00749045098406,1013.3707046951571,1511,0,1
23.350383977293458,1012.148785790672,1449,0,1
25.176055805665275,999.730132106856,889,0,0
27.769040594541767,1002.6843667813109,364,1,1
33.33491608020076,999.0527628196512,1396,1,1
36.356262683890506,1000.4239004448438,659,0,0
33.23747208815025,990.3955316660023,181,0,0
23.364242034329198,1000.3174809905561,2338,0,1
43.64251778482101,1006.6471780328287,1446,0,1
32.39407403513958,1014.6312351368683,2438,0,1
41.97051501192931,1012.7689884819657,830,1,1
22.568161900743565,1014.0124766629156,2381,1,1
25.893134606054762,1010.302263913195,794,1,1
33.600337456760855,1009.6218282981682,1921,1,1
32.42275720690585,998.1337207474849,1182,1,1
28.88837636784411,1004.3578009546158,2473,1,1
37.56225730528702,990.226693740539,617,1,1
23.432001614098205,1014.7068782524676,2383,0,1
41.05793369743916,990.2532182946921,1959,0,1
24.937388886137484,1007.1223565093069,889,1,1
42.03195185458653,991.2447241498934,1192,1,1
35.57504239275538,1013.1645215621197,807,1,1
30.855359101193606,1011.3979262091615,905,1,1
42.33996433887802,997.2806468978376,2169,0,1
38.835510354042235,990.0996757258697,776,0,1
23.13004324561392,1012.3603809473861,1286,1,1
36.03251795831972,1010.8311259449243,975,1,1
36.55948601382791,1002.0800005924622,750,0,0
33.352075473360856,992.4577902742772,1044,0,0
35.47076693284022,994.4601569962587,1613,1,1
42.55833573957416,1013.5117928729325,605,0,1
40.493197846320136,1007.3226292935781,1516,1,1
34.14193047314839,993.2941122169431,643,0,0
33.870965684648084,990.5321424284961,847,1,1
35.95027731886405,1012.5941911175669,975,0,0
36.008340852025,990.8041095284734,2438,0,1
41.128431696780225,997.1952477850826,452,1,1
41.69567439209693,1014.864006842612,1774,1,1
41.317111471617736,995.2767067895228,1646,0,1
23.230764648834597,1006.9379468891776,2027,1,1
26.076486166343507,1006.4345348427944,1194,1,1
33.534271217204065,1012.0950398423996,1797,0,1
23.473462863407992,996.9536986404663,1211,1,1
24.632081220191495,1004.6498277066707,226,0,0
38.20009479733476,1003.9619095510994,1280,0,1
41.52321786878373,997.5438891970559,494,0,1
41.46512483978684,1002.1053101875631,2355,0,1
32.9780135552154,995.6972437974586,1246,0,1
28.25069941748915,1001.8383340192146,2007,1,1
36.03430149277612,1014.957493145595,1882,1,1
44.03681342495592,1004.5538428022494,217,0,1
24.069449683829554,1014.0024869043118,1068,1,1
34.57631120297099,994.7065820891803,1856,1,1
31.758616397124882,1009.9247793508981,1842,0,1
27.342883160356457,1011.5906933248887,1971,1,1
42.280569183692144,1002.370105405278,764,0,1
32.7689722369504,1009.7577773271546,1813,1,1
28.88283851300962,992.0753734282599,1264,0,1
41.32255686517779,995.2876313350539,1052,0,1
28.10671384703607,991.8745265818355,1915,0,1
24.987380887603216,994.8707150121152,480,0,0
42.51673347952871,993.4652955158991,998,0,1
30.36061484892627,1006.7245195990482,2359,0,1
42.38114076124514,1011.9994772149212,1775,0,1
42.43475619323577,990.5661658538811,707,0,1
37.915804515050915,990.6949206374567,417,0,0
27.862324033996185,995.3113282377433,685,0,0
37.77409464314968,1013.2917728376374,1356,1,1
38.46158628758131,990.6253874806154,1387,1,1
28.810688492117606,996.875687363977,1260,1,1
43.7036859243388,1010.4673307893186,1706,0,1
42.27354651498805,1008.2444350959482,1961,0,1
28.667247341090935,1001.3425217281776,125,1,1
30.727877165298608,1006.7061078558095,1968,1,1
32.63670472269322,994.4792975255643,2369,1,1
42.33987674991769,994.7146643065115,1864,0,1
27.031355109937518,1005.7729781411933,107,0,0
26.813062330106717,992.3459993162644,694,0,0
41.54487909937075,998.3005163520431,1414,1,1
41.0628540259945,990.1418543057893,2309,1,1
35.008904634502905,1014.4242325296194,1024,0,0
30.88579594894219,1009.2266951698947,1261,1,1
41.19568332780514,1004.7262726809204,1089,1,1
39.67235236925383,1013.2173804993637,976,1,1
39.377296922965385,990.5449669934911,1987,1,1
44.823888706001284,999.5169846574842,1688,1,1
40.221088502754355,1012.8774625960841,2460,1,1
27.173663559349624,999.7622596252081,1522,0,1
44.74715798395555,994.4749595677063,363,1,1
23.200749803253473,998.6295108427117,346,0,0
28.277724856343823,991.74738902048,1465,1,1
37.49493737406153,1006.8501890411195,766,0,0
28.6139800797649,1000.0626376112173,101,1,1
38.87161749238422,1002.159538648524,1966,0,1
36.721464103754904,999.9965674889185,1812,1,1
22.355850388185946,1009.3675635248441,1308,0,1
34.23691270542226,1003.6070769756709,1476,1,1
41.62849537703588,1003.0746952038061,1494,1,1
31.903893497315455,1012.1477034130487,566,0,0
40.325329802035924,1008.3227309127828,1990,1,1
44.3687223925823,1012.4984848209199,2247,0,1
37.24865459926177,999.5959144265317,1138,0,0
44.37633669213791,992.418966587125,370,1,1
26.299900949128805,1012.8454540085492,2036,1,1
35.31279755849454,1009.6226851892699,2131,0,1
43.35342574246985,1012.2586737408334,884,1,1
22.775918669541618,992.5899041211774,983,0,0
44.157288764975235,991.2569086254229,1432,0,1
35.57861615493039,1006.8734018526947,810,0,0
25.001314708597064,993.3718813507071,1918,1,1
36.878060583625235,990.2601511862403,808,1,1
44.80426340943404,1001.6918099293019,102,0,1
24.614598634161304,995.1659104922121,1117,0,0
31.830186707883648,1012.0592478408136,1062,1,1
44.128903436437255,1003.2667743139544,1683,0,1
27.208791420276704,1005.4486839896763,1419,0,1
38.330652718760895,1011.9551018262088,1682,1,1
39.28895784306952,1001.2289136413855,421,1,1
27.889963777799135,998.5660383446642,576,0,0
27.527041392845476,1008.8109722252942,335,0,0
23.98244249800609,1000.1796181780088,1467,1,1
23.143208743715725,999.6579919100822,544,0,0
43.874012069193384,997.2254218737068,1472,0,1
31.419544265172597,991.4130928975264,643,1,1
32.50862297224738,998.0728521724017,490,0,0
38.384472986239885,996.031787510674,1309,0,1
43.20815716552511,995.2991091386705,444,1,1
40.411420530007675,1012.7166888378827,2038,0,1
41.25874494291653,1008.9639360826885,1198,1,1
41.4003866708152,1013.6578196780005,1502,0,1
32.26293686298549,1011.0446837093295,1725,1,1
22.12104328340811,1009.0385220762449,1839,0,1
33.07998290642328,998.8096535346245,892,0,0
32.246690079850104,1010.1159624645649,1376,0,1
34.89531771906365,999.9527429123258,987,0,0
37.75868608566919,1003.0940158916669,683,1,1
22.588127216654712,1002.3222600065868,2486,0,1
30.78881175482241,1006.0255825231055,2314,0,1
39.92184076241665,1008.4696261596849,1922,0,1
31.56268377406898,998.1331148834449,753,1,1
37.17165371443845,1005.8114654661525,1279,0,1
44.4556441281013,1011.0898721833421,1572,1,1
22.542690266932198,999.3702213422299,492,0,0
28.667918369522642,1012.0041928775353,2263,1,1
25.214369909330223,998.7920164287125,1674,1,1
35.887910362922796,992.5601147249947,751,0,0
32.199719906157206,1001.1421386915061,167,0,0
44.66694888422275,1007.4352479902692,896,0,1
31.587677115127995,995.1174953746166,282,1,1
30.034435886762914,1005.6681780149036,221,1,1
31.15527551235147,999.990667420413,875,1,1
42.204209710898695,998.390568813657,296,1,1
28.809468636098956,999.185014257483,1925,1,1
31.418284818884562,997.3471117633745,1104,1,1
28.6765046803679,1004.7798446377436,2318,1,1
38.83206683229153,1014.5681450585342,1463,0,1
31.666281923154003,995.0806149382736,122,1,1
35.12562978274626,994.478551790946,302,1,1
31.568108554566123,1008.1980554953105,1481,0,1
23.17013845099376,1010.6708857892938,1181,1,1
39.31823462741503,992.6408545049288,2197,1,1
42.784081885760095,997.3340924225457,1122,1,1
40.464216184151866,1001.0781475999602,1078,0,1
29.104750676352644,1003.5649836350914,273,0,0
29.73221700819871,1002.3329962834837,1106,1,1
38.301302984320685,1005.1879030507662,1317,0,1
30.170646096743127,1000.0823755645241,1391,1,1
36.82159935982218,1002.0761509240044,863,0,0
35.710271662685706,991.9438877782742,462,1,1
23.76903756474556,1010.648983975702,1207,1,1
36.985481063942416,1000.3081408768346,396,1,1
41.90485632186544,1012.7079630668785,1732,1,1
34.353207051165406,1005.7460714576752,1945,0,1
42.39817616075191,1008.7042160284328,771,0,1
24.16415011562021,1011.976062677046,534,1,1
24.72814768066866,1007.9917351606441,533,1,1
35.1125181972684,1012.2939929927664,261,0,0
25.82692830375672,995.2366065684685,2071,1,1
34.26511207811873,1002.6677991776412,1784,0,1
26.54788640068638,1010.0760730442269,746,1,1
32.79015386311973,997.8188980631529,484,0,0
28.436389857448603,1009.5482264022932,611,0,0
38.78059673757566,998.21631999398,2353,1,1
41.91561495011864,1005.4385672053932,1266,1,1
34.602771854836725,1007.4386122458986,2254,0,1
28.524341921285924,1002.4286309261236,1479,1,1
38.09331491670481,1003.8050448833869,1710,1,1
41.14766417391928,995.458211308404,2309,1,1
43.641749357228704,1014.1388744776453,500,1,1
40.416674764543856,1014.2130642788869,814,1,1
35.740442194793516,1006.0279674188137,2097,0,1
42.286920060930015,995.4235937959207,2256,0,1
25.467619690584087,999.8749779541894,304,1,1
28.28650384737918,995.1629879107513,2383,1,1
33.81994287475489,1007.6664162610405,1759,1,1
23.072978890448066,999.785199374876,1782,1,1
37.18421681269545,991.6681646081915,761,0,0
41.02375213163396,997.2982304253757,571,0,1
29.94244470643879,998.1825271374678,1613,1,1
29.01908851709738,1003.7076104069039,1865,1,1
37.745938777422666,1004.0440702632417,2209,0,1
44.532376016330716,1012.0873924931236,2386,0,1
40.93082719306791,1006.4093131297165,400,0,1
36.73608790086065,994.5425508547091,1735,1,1
32.70553948147804,994.4790656745562,884,0,0
22.238651191664502,1001.6291047833383,1948,1,1
23.574655235068086,1001.6108101368401,2413,0,1
36.87697087799559,997.4271938355841,973,1,1
32.52773762456529,992.213893271702,523,0,0
32.09532723908452,1013.4061216961292,1377,0,1
40.599413421723234,997.892630657961,1917,0,1
33.44419503606555,1005.9792170054548,1085,0,0
30.7852313117469,990.4873449914318,2355,1,1
36.42344384026423,990.5313749587621,2225,0,1
24.06688583222511,996.6974503203255,2138,0,1
39.804118329728055,1001.4609512651223,490,0,1
34.97718573903979,1010.6756241154551,2487,1,1
25.398594251989284,1006.0905234965402,136,0,0
39.78711694909692,995.4450406601567,188,0,1
23.262174041104533,997.4993691148886,1714,1,1
32.19628623788018,1014.0027913654703,1710,0,1
23.50035062806744,1011.6938465249053,163,1,1
38.10113562315548,1006.7344599372483,144,0,1
32.9444417343975,1000.6371556632596,533,0,0
29.460295220108506,996.3100383780023,102,0,0
29.67258774631106,1002.2998504205664,2276,0,1
40.09588882629864,991.8867075019627,1510,1,1
44.215591963291814,1009.3554711478802,1041,1,1
32.116223034699274,1002.526906997652,2286,1,1
25.045152611345614,994.0680909791201,636,1,1
34.32953450252782,990.1458910356739,1647,0,1
24.36396344636602,1007.717377453844,1379,1,1
40.01644074592936,996.4757240969885,2299,1,1
31.038042348010805,994.9769668690815,1557,0,1
26.264114622541555,1013.7159679143598,423,1,1
31.825023475612745,1014.0488104022118,290,1,1
39.375295437763626,1014.818808067856,2142,0,1
36.193281610955,1011.4265958868605,1496,0,1
40.52988620386244,1001.9228592079352,112,1,1
32.85302534432609,992.3692171479365,1069,1,1
22.3742784582268,1013.5641258957119,315,0,0
31.76850546449215,1009.6210661432403,2432,0,1
27.929081790363654,1013.5124753699201,1124,0,0
23.854125396753194,1004.8969349440702,792,1,1
41.89356654206605,1004.6569680122083,1291,1,1
23.588514857108873,1012.6094777572188,2013,0,1
38.3226966490967,999.4130482390573,986,0,1
34.6296135430729,995.8869693163076,248,1,1
35.994883664238394,1010.2389918032452,1084,0,0
41.34038295695968,1012.5568246536316,1151,1,1
41.536809082042595,1008.2942349893239,244,1,1
22.68256769695992,996.7607034948879,2198,1,1
27.081320026005134,1007.4174517312913,1855,1,1
37.8930438959635,1005.2568595554853,642,1,1
39.11600287705173,1000.3351002134382,2310,1,1
44.384840277625784,1007.7111781052557,1768,0,1
40.27702617073751,1012.775878747043,1236,1,1
26.887774881636748,998.7608374728019,1705,1,1
35.22865890524814,1001.6116264071727,1178,0,0
31.508970019942097,1010.8675891961606,2437,1,1
35.424298101199405,1006.3132568888284,920,1,1
35.79452793661844,1003.7902548959,2249,0,1
29.678771024389814,994.8954214355773,1359,1,1
30.638720196172656,1008.1476246046069,225,1,1
33.494367728480604,1013.2981296062386,1874,0,1
41.69301618422651,1014.6920213016206,1505,0,1
39.63409366056452,990.3475155142228,2392,1,1
31.28909905207225,992.4098342378986,121,0,0
32.659533934554766,1007.6790083072156,1701,0,1
39.5074165328384,993.7230366283447,1623,0,1
34.68223314791471,995.6717068085795,1264,1,1
41.16868574842705,993.4487874094332,332,1,1
31.00111922454147,990.7573664731957,2215,1,1
27.869019864714936,1005.2999279853753,342,0,0
26.657764105655406,1004.542875731263,2402,1,1
38.66664994039209,1001.8824396054576,1761,0,1
28.586792653474063,990.9840451326653,414,0,0
31.51012989461797,1001.7540182375891,1525,0,1
42.24744305754064,991.6019534091822,1154,1,1
29.528122774689436,1006.1616988772746,102,0,0
43.910223477183415,1003.445574383873,2036,1,1
31.517479048943223,1003.9172146729433,1624,0,1
31.425365958691366,991.1168856482667,428,0,0
40.032517612109224,996.187981817949,567,1,1
36.592433021699236,1004.8500265705021,487,1,1
42.42143806400909,1013.3093721348301,996,1,1
22.559756682378907,999.1869751914987,800,1,1
39.99466088913283,999.1529775278252,654,0,1
41.427527500262926,1008.0338329585124,971,0,1
38.44548072306973,991.1939453013506,1862,1,1
31.986177577752986,1002.9226037360858,256,0,0
29.65216156039248,997.9965629908546,816,1,1
27.89486366669381,997.1572582411885,2098,1,1
42.08817992205859,994.6284422546541,1095,1,1
34.761237144715494,993.6410885554851,662,1,1
40.94528282406908,1001.3082343424245,2429,0,1
40.159201560606135,1006.5336449742957,1307,1,1
37.678519800365066,998.5800364058684,2109,0,1
28.05084299775892,995.7486891070919,662,0,0
29.09652213456779,1011.5177264182021,452,1,1
41.648527043637145,1011.7197952204468,2334,1,1
27.671666643285,1002.2403173119844,2391,0,1
27.839001094095202,1010.9968302004411,1802,1,1
43.829854499408654,1006.1594786877962,470,0,1
24.166753000016758,998.6667805349337,2492,0,1
25.39334397903447,1013.5897175618555,1079,0,0
24.241046986445408,1011.13452240917,550,0,0
23.470005293070038,991.0586520065749,1069,1,1
29.880562013335613,997.6251647008347,1559,0,1
43.827677480561334,1002.8821785892345,1834,0,1
29.244490343105518,1006.0814963779092,1250,0,1
28.53444608329292,991.3145753651744,1503,0,1
27.745952316308472,994.6424652276878,328,0,0
41.344175540845484,1013.4461087134688,2120,0,1
39.24457916685507,999.3640640093779,298,0,1
31.58534557980905,1000.4651836259958,1497,1,1
42.80419247053025,1002.1813395625393,1761,1,1
34.49396223774903,1009.0571975321202,859,1,1
40.723961517562806,1012.4882080129023,2453,0,1
28.988217039789408,1003.2493288875695,1491,1,1
30.990386271539517,1003.8977894848744,1516,0,1
37.59830037221912,998.978368726152,1150,1,1
31.460324242994506,1003.5708721727838,1043,1,1
23.487791315416846,1010.1540404696312,235,0,0
26.999868169837903,996.3472348259806,694,1,1
31.6763748195636,993.5962388846773,882,0,0
32.12285746986491,1008.3878173332162,946,1,1
35.3426503428334,1006.3103419106343,174,1,1
25.671253518701928,1009.0110073229044,2491,1,1
43.966209699997904,1005.7065953949968,990,1,1
44.20458404661896,995.3979676596026,1813,0,1
27.210220679978192,1003.9816335281746,915,0,0
26.23504511812961,1004.2042057679222,365,1,1
30.380950509806276,997.7516023342482,678,0,0
31.05509814097052,993.8137028199309,1832,1,1
30.821677700834286,1010.1666782293402,752,0,0
37.72266943040575,999.7050210355962,1125,0,0
38.78207996327327,1007.0131532627934,815,0,1
29.423912690273994,1013.5563110179166,1150,1,1
40.25815226340519,996.2392730401925,1776,1,1
31.319276848929128,1001.907796682555,506,1,1
22.764922481580285,1004.3602001890798,1929,0,1
30.06194805607569,1004.187685018176,2389,1,1
37.96620727721135,996.5387343697836,1429,0,1
33.64518001890158,1007.6519723070329,2026,1,1
38.836231920942154,1004.0214825366504,232,0,1
37.83956177073968,997.7181968170155,2421,0,1
42.67098422797617,1005.5213006812701,651,1,1
33.58570407702392,1006.1043569460285,1915,0,1
27.87827648085676,996.7833824646424,1851,0,1
32.793568325859766,996.5962067352691,2382,0,1
30.71956862057636,1010.1657790959077,138,1,1
39.3434918822815,993.2436580190976,250,0,1
25.866730875659222,1013.9088677255892,507,0,0
35.16747110232463,1004.7123838773779,919,1,1
23.830583595659252,996.3558850588747,1031,0,0
27.737832020357487,1010.7742077755556,711,1,1
38.73489979019549,1000.3867067968284,2298,0,1
24.093915809316776,1001.1954875802171,2122,0,1
31.318638836423126,1002.0492984770298,2496,1,1
27.61325461345077,1008.7654233898364,2173,0,1
39.06010081897263,1012.3080536631059,1644,1,1
27.558967609250473,1013.1360311738173,668,1,1
31.690687056074474,1000.4636867296151,1102,0,0
34.55866546283156,1012.0729933448214,269,1,1
23.220824971862466,1007.0133033110968,832,0,0
30.866442272652655,1010.9363530820353,306,0,0
27.842401754481617,1002.1688005405458,2276,0,1
29.99018937073886,992.2447075402938,1911,0,1
42.71508768543078,1012.9017783507339,2403,1,1
40.35925619629944,992.0941889848541,1737,0,1
31.542355813328967,1009.4213321874554,1273,0,1
39.92572839230539,1001.1043595185442,2331,1,1
38.95382599989643,995.8087007442753,1973,0,1
23.89586802832327,1002.3066144821781,1343,1,1
31.242333319527482,1007.2478990119993,1102,0,0
29.54591658792251,997.9831626868229,740,1,1
25.57360667884339,991.1254518830142,1603,1,1
34.24340053265071,1008.9332094789966,1892,0,1
43.60442930047637,1011.3797826352799,1998,0,1
36.37654232341886,1002.3227602616806,1764,0,1
39.80216731024998,1009.6619977898199,474,0,1
